"filename","signature"
"Super Smash Bros. (USA).z64","04079B93"
"Supercross 2000 (USA).z64","B7214F05"
"Superman (USA) (Beta) (1998-09-06).z64","F88D7F38"
"Superman - The New Superman Aventures (USA) (En,Fr,Es).z64","F45E7F35"
"Sydney 2000 (USA) (Proto).z64","E23E5CF6"
"Tamiya Racing 64 (USA) (Proto).z64","E22042CA"
"Tarzan (USA).z64","637FC831"
"Taz Express (USA) (Proto) (2000-05-15).z64","135973E8"
"Tetrisphere (USA).z64","558333CF"
"Tigger's Honey Hunt (USA).z64","B588D00B"
"Tom Clancy's Rainbow Six (USA).z64","2DDE91E1"
"Tom and Jerry in Fists of Furry (USA).z64","D46BD615"
"Tommy Thunder (USA) (Proto) (1997-10-01).z64","EDDBF343"
"Tonic Trouble (USA) (Rev 1).z64","647E59FF"
"Tony Hawk's Pro Skater (USA) (Beta).z64","29217DEE"
"Tony Hawk's Pro Skater (USA) (Rev 1).z64","C9C86275"
"Tony Hawk's Pro Skater (USA).z64","C7FC35D3"
"Tony Hawk's Pro Skater 2 (USA) (Beta) (2001-04-20).z64","42613854"
"Tony Hawk's Pro Skater 2 (USA) (v012) (Beta) (2001-06-04).z64","958A0AF8"
"Tony Hawk's Pro Skater 2 (USA).z64","9FC50DDD"
"Tony Hawk's Pro Skater 3 (USA).z64","9B9BB83B"
"Top Gear Hyper-Bike (USA) (Beta).z64","F4056BED"
"Top Gear Hyper-Bike (USA).z64","28AB6CA1"
"Top Gear Overdrive (USA) (Beta).z64","B0943F05"
"Top Gear Overdrive (USA).z64","E5351549"
"Top Gear Rally (USA).z64","9292BB08"
"Top Gear Rally 2 (USA) (Beta).z64","87B55B30"
"Top Gear Rally 2 (USA).z64","228C0BC9"
"Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1).z64","8064BBA8"
"Toy Story 2 - Buzz Lightyear to the Rescue! (USA).z64","75FAFE2C"
"Transformers - Beast Wars Transmetals (USA).z64","71858B71"
"Triple Play 2000 (USA).z64","2034D111"
"Turok - Dinosaur Hunter (USA) (Demo) (Kiosk, E3 1997).z64","425DDF69"
"Turok - Dinosaur Hunter (USA) (Rev 1).z64","F4131E83"
"Turok - Dinosaur Hunter (USA) (Rev 2).z64","49326676"
"Turok - Dinosaur Hunter (USA).z64","BB0605AE"
"Turok - Rage Wars (USA) (Rev 1).z64","28853BF6"
"Turok - Rage Wars (USA).z64","D976E47C"
"Turok 2 - Seeds of Evil (USA) (Demo) (Kiosk).z64","B0CFCEB2"
"Turok 2 - Seeds of Evil (USA) (Rev 1).z64","6EC0E493"
"Turok 2 - Seeds of Evil (USA).z64","54BAF797"
"Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-05-03).z64","B29B50F4"
"Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-06-26).z64","D2BA3AFB"
"Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-07-16).z64","0DC4C7B3"
"Turok 3 - Shadow of Oblivion (USA) (Beta) (2000-07-18).z64","6C5513F9"
"Turok 3 - Shadow of Oblivion (USA).z64","96BE960F"
"Twisted Edge - Extreme Snowboarding (USA).z64","D58AB8D0"
"V-Rally Edition 99 (USA).z64","B4CDF5D8"
"Vigilante 8 (USA).z64","C9AE94FB"
"Vigilante 8 - 2nd Offense (USA).z64","534E58E0"
"Virtual Chess 64 (USA) (En,Fr,Es) (LodgeNet).z64","C17F3BD6"
"Virtual Chess 64 (USA) (En,Fr,Es).z64","D68F2B45"
"Virtual Pool 64 (USA) (LodgeNet).z64","92747E0A"
"Virtual Pool 64 (USA).z64","23A4CF27"
"WCW Backstage Assault (USA).z64","4FB4DD5F"
"WCW Mayhem (USA).z64","D90E6A67"
"WCW Nitro (USA).z64","4D845967"
"WCW vs. nWo - World Tour (USA) (Rev 1).z64","A0C63BAC"
"WCW vs. nWo - World Tour (USA).z64","36CCB8B6"
"WCW-nWo Revenge (USA).z64","34A31993"
"WWF Attitude (USA).z64","1DC8597E"
"WWF No Mercy (USA) (Beta) (2000-09-11).z64","77382C81"
"WWF No Mercy (USA) (Rev 1).z64","71DD7D13"
"WWF No Mercy (USA).z64","5DA73985"
"WWF War Zone (USA).z64","C5C6ED65"
"WWF WrestleMania 2000 (USA).z64","6D6E21DF"
"Waialae Country Club - True Golf Classics (USA) (Rev 1).z64","7D980047"
"Waialae Country Club - True Golf Classics (USA).z64","C22A994F"
"War Gods (USA).z64","AD5CC4E0"
"Wave Race 64 - Kawasaki Jet Ski (USA) (LodgeNet).z64","3BE628BF"
"Wave Race 64 - Kawasaki Jet Ski (USA) (Rev 1).z64","D7361105"
"Wave Race 64 - Kawasaki Jet Ski (USA).z64","9132FB97"
"Wayne Gretzky's 3D Hockey '98 (USA).z64","1E98D321"
"Wayne Gretzky's 3D Hockey (USA) (Rev 1).z64","E570ECA7"
"Wayne Gretzky's 3D Hockey (USA).z64","648266C8"
"Wetrix (USA) (En,Fr,De,Es,It,Nl).z64","335E71EB"
"Whack 'n' Roll (USA) (v0.8.2) (Beta) (1998-02-05).z64","1384195C"
"Wheel of Fortune (USA).z64","CBEFDE54"
"Wildwaters (USA) (1999-06-15) (Proto).z64","9CE74151"
"WinBack - Covert Operations (USA).z64","6153DE1C"
"Wipeout 64 (USA).z64","924B4B58"
"World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv,Da).z64","3695A427"
"World Driver Championship (USA).z64","1EF07919"
"Worms Armageddon (USA) (En,Fr,Es) (Aftermarket) (Unl).z64","AAF6698C"
"Worms Armageddon (USA) (En,Fr,Es).z64","98E8864C"
"X'treme Roller (USA) (Proto).z64","2F87FC4F"
"Xena - Warrior Princess - The Talisman of Fate (USA).z64","9684939C"
"Yoshi's Story (USA) (En,Ja) (LodgeNet).z64","DD36460B"
"Yoshi's Story (USA) (En,Ja).z64","324DFA08"
"64 Hanafuda - Tenshi no Yakusoku (Japan).z64","2CFD9378"
"64 Oozumou (Japan).z64","0819790D"
"64 Oozumou 2 (Japan).z64","EE588B68"
"64 Trump Collection - Alice no Wakuwaku Trump World (Japan).z64","10426654"
"64 de Hakken!! Tamagotchi - Minna de Tamagotchi World (Japan).z64","45AC86D2"
"AI Shougi 3 (Japan).z64","A66A36C9"
"AeroGauge (Japan) (Demo) (Kiosk).z64","E365DA8E"
"AeroGauge (Japan) (Rev 1).z64","957440D8"
"Air Boarder 64 (Japan).z64","67C15C5D"
"Akumajou Dracula Mokushiroku - Real Action Adventure (Japan).z64","E3CCE845"
"Akumajou Dracula Mokushiroku Gaiden - Legend of Cornell (Japan).z64","5FC8D6DF"
"Baku Bomberman (Japan).z64","BCADFA8C"
"Baku Bomberman 2 (Japan).z64","144B57A8"
"Bakuretsu Muteki Bangaioh (Japan).z64","0759225A"
"Bakushou Jinsei 64 - Mezase! Resort Ou (Japan).z64","58616813"
"Banjo to Kazooie no Daibouken (Japan).z64","EAE78C02"
"Banjo to Kazooie no Daibouken 2 (Japan).z64","2926AEFD"
"Bass Rush - ECOGEAR PowerWorm Championship (Japan).z64","5743EE3C"
"Beetle Adventure Racing! (Japan).z64","658D2F70"
"Biohazard 2 (Japan).z64","A579EC05"
"Blastdozer (Japan).z64","FF995A57"
"Bokujou Monogatari 2 (Japan) (Rev 1).z64","630B2FB3"
"Bokujou Monogatari 2 (Japan) (Rev 2).z64","97320737"
"Bokujou Monogatari 2 (Japan).z64","6F960F7E"
"Bomberman 64 (Japan).z64","985F2572"
"Bomberman Hero - Mirian Oujo o Sukue! (Japan).z64","7FD22C82"
"Buck Bumble (Japan).z64","D67C88E7"
"Chameleon Twist (Japan).z64","D8A63277"
"Chameleon Twist 2 (Japan).z64","0F09606C"
"Choro Q 64 (Japan).z64","D61335B5"
"Choro Q 64 2 - Hacha Mecha Grand Prix Race (Japan).z64","7BA1C052"
"Chou Kuukan Nighter Pro Yakyuu King (Japan).z64","DD7D188F"
"Chou Kuukan Nighter Pro Yakyuu King 2 (Japan).z64","45F6CC42"
"Chou Snobo Kids (Japan).z64","DE5995A0"
"City-Tour GP - Zen-Nihon GT Senshuken (Japan).z64","67DB6D51"
"Controller Kensa-ki NUS-yo N Cassette (Japan) (Test Program).z64","23DA16D4"
"Custom Robo (Japan).z64","991538EF"
"Custom Robo V2 (Japan).z64","74345A6D"
"Dance Dance Revolution - Disney Dancing Museum (Japan).z64","70EE4483"
"Densha de Go! 64 (Japan).z64","8AA57FE6"
"Derby Stallion 64 (Japan) (Beta) [b].z64","91BA18E3"
"Derby Stallion 64 (Japan).z64","A4398603"
"Dezaemon 3D (Japan).z64","78E2C8E0"
"Diddy Kong Racing (Japan).z64","598AF054"
"Donkey Kong 64 (Japan).z64","6F90DFCB"
"Doom 64 (Japan).z64","073D64E3"
"Doraemon - Nobita to 3tsu no Seireiseki (Japan).z64","935331E3"
"Doraemon 2 - Nobita to Hikari no Shinden (Japan).z64","680B8FA9"
"Doraemon 3 - Nobita no Machi SOS! (Japan).z64","9105EAA1"
"Doubutsu Banchou (Japan) (Proto).z64","748159BE"
"Doubutsu no Mori (Japan).z64","CC764B0B"
"Dual Heroes (Japan).z64","AD619CBF"
"Eikou no Saint Andrews (Japan).z64","9BDCD799"
"Eltale Monsters (Japan).z64","D329D78F"
"Excitebike 64 (Japan).z64","2627C941"
"Extreme-G (Japan).z64","89D2F5F1"
"Extreme-G XG2 (Japan).z64","6A05502F"
"F-1 World Grand Prix (Japan).z64","BFF09CF9"
"F-Zero X (Japan).z64","926C40C7"
"FIFA - Road to World Cup 98 - World Cup e no Michi (Japan).z64","DADEC308"
"Famista 64 (Japan).z64","6CAEF0AB"
"Fighting Cup (Japan).z64","F6ACED31"
"Fushigi no Dungeon - Fuurai no Shiren 2 - Oni Shuurai! Shiren Jou! (Japan).z64","22177C78"
"G.A.S.P!! Fighters' NEXTream (Japan).z64","A3EE6019"
"Ganbare Goemon - Dero Dero Douchuu Obake Tenkomori (Japan).z64","EC67B54A"
"Ganbare Goemon - Neo Momoyama Bakufu no Odori (Japan).z64","55CCCB09"
"Ganbare! Nippon! Olympics 2000 (Japan).z64","6F79905D"
"Gauntlet Legends (Japan).z64","65672B10"
"Getter Love!! - Cho Renai Party Game Tanjou (Japan).z64","67B7841E"
"Goemon - Mononoke Sugoroku (Japan).z64","C3A3B691"
"GoldenEye 007 (Japan) (Switch Online).z64","10CF7BE3"
"GoldenEye 007 (Japan).z64","10CF7BE3"
"Hamster Monogatari 64 (Japan).z64","F650FA5F"
"Harukanaru Augusta - Masters '98 (Japan).z64","932CFBF9"
"Heiwa Pachinko World 64 (Japan).z64","16E0F586"
"Hexen (Japan).z64","48EA822D"
"Hiryuu no Ken Twin (Japan).z64","2A8B4016"
"Hoshi no Kirby 64 (Japan) (Rev 1).z64","2EE3C2A6"
"Hoshi no Kirby 64 (Japan) (Rev 2).z64","B63CB5B1"
"Hoshi no Kirby 64 (Japan) (Rev 3).z64","7C0F9A1B"
"Hoshi no Kirby 64 (Japan).z64","ADC5EE02"
"Human Grand Prix - The New Generation (Japan).z64","C8B47E1B"
"Hybrid Heaven (Japan).z64","9EF7F935"
"Hyper Olympics in Nagano 64 (Japan).z64","1AAB8109"
"Ide Yosuke no Mahjong Juku (Japan).z64","96CFB8A1"
"Iggy-kun no Bura Bura Poyon (Japan).z64","300B031C"
"Itoi Shigesato no Bass Tsuri No. 1 Kettei Ban! (Japan).z64","F9F98145"
"J.League Dynamite Soccer 64 (Japan).z64","C57D8C90"
"J.League Eleven Beat 1997 (Japan).z64","67BBB71E"
"J.League Live 64 (Japan).z64","26DEE47D"
"J.League Tactics Soccer (Japan) (Rev 1).z64","F7713276"
"J.League Tactics Soccer (Japan).z64","C216D976"
"Jangou Simulation Mahjong Dou 64 (Japan).z64","5C1C06EC"
"Jikkyou G1 Stable (Japan) (Rev 1).z64","EBCFF225"
"Jikkyou G1 Stable (Japan).z64","22D98176"
"Jikkyou J.League 1999 - Perfect Striker 2 (Japan) (Rev 1).z64","A7AD5999"
"Jikkyou J.League 1999 - Perfect Striker 2 (Japan).z64","CC8DEBFC"
"Jikkyou J.League Perfect Striker (Japan).z64","09E5E133"
"Jikkyou Powerful Pro Yakyuu - Basic Ban 2001 (Japan) (Rev 1).z64","193F6E2B"
"Jikkyou Powerful Pro Yakyuu - Basic Ban 2001 (Japan).z64","7333C859"
"Jikkyou Powerful Pro Yakyuu 2000 (Japan) (Rev 1).z64","B730B9C0"
"Jikkyou Powerful Pro Yakyuu 2000 (Japan).z64","51F8D85C"
"Jikkyou Powerful Pro Yakyuu 4 (Japan) (Beta) (1996-11-30).z64","FE4CD923"
"Jikkyou Powerful Pro Yakyuu 4 (Japan) (Rev 1).z64","1C32FE49"
"Jikkyou Powerful Pro Yakyuu 4 (Japan).z64","33FF9B1C"
"Jikkyou Powerful Pro Yakyuu 5 (Japan) (Rev 1).z64","81E809F1"
"Jikkyou Powerful Pro Yakyuu 5 (Japan) (Rev 2).z64","75DA8EFF"
"Jikkyou Powerful Pro Yakyuu 5 (Japan).z64","E0767B33"
"Jikkyou Powerful Pro Yakyuu 6 (Japan) (Rev 1).z64","5516B3DA"
"Jikkyou Powerful Pro Yakyuu 6 (Japan) (Rev 2).z64","9FC9574F"
"Jikkyou Powerful Pro Yakyuu 6 (Japan).z64","24F54B08"
"Jikkyou World Soccer - World Cup France '98 (Japan) (Rev 1).z64","8FD7106C"
"Jikkyou World Soccer - World Cup France '98 (Japan) (Rev 2).z64","B8B926EC"
"Jikkyou World Soccer - World Cup France '98 (Japan).z64","88DCB426"
"Jikkyou World Soccer 3 (Japan).z64","306F1923"
"Jikuu Senshi Turok (Japan).z64","A671F5D3"
"Jinsei Game 64 (Japan).z64","1BFA8201"
"John Romero's Daikatana (Japan).z64","5F94C775"
"Kakutou Denshou - F-Cup Maniax (Japan).z64","C3B9FBA9"
"King Hill 64 - Extreme Snowboarding (Japan).z64","C2C08096"
"Kiratto Kaiketsu! 64 Tanteidan (Japan).z64","4EF3C6F6"
"Knife Edge - Nose Gunner (Japan).z64","1EE0A1AC"
"Last Legion UX (Japan).z64","834DD5DC"
"Let's Smash (Japan).z64","40577D23"
"Lode Runner 3-D (Japan).z64","4AEDEE39"
"MRC - Multi-Racing Championship (Japan).z64","CE11E66B"
"Magical Tetris Challenge featuring Mickey (Japan).z64","0F4E16CC"
"Mahjong 64 (Japan).z64","81E83731"
"Mahjong Hourouki Classic (Japan).z64","150D5AC8"
"Mahjong Master (Japan).z64","0AA32E3D"
"Mario Golf 64 (Japan) (Rev 1).z64","30FB9A36"
"Mario Golf 64 (Japan).z64","DCC73B7E"
"Mario Kart 64 (Japan) (Rev 1).z64","51B07B43"
"Mario Kart 64 (Japan).z64","5B38B5D2"
"Mario Party (Japan).z64","5CA9241C"
"Mario Party 2 (Japan) (Wii Virtual Console).z64","F5F9C672"
"Mario Party 2 (Japan).z64","F5F9C672"
"Mario Party 3 (Japan).z64","656CB7FB"
"Mario Story (Japan).z64","A0A2503B"
"Mario Tennis 64 (Japan) (Wii Virtual Console).z64","29F32AC6"
"Mario Tennis 64 (Japan).z64","8F1CAFC0"
"Mario no Photopie (Japan).z64","5DC78F21"
"Morita Shougi 64 (Japan).z64","33CA43D7"
"NBA in the Zone '98 (Japan).z64","B18B47FE"
"NBA in the Zone 2 (Japan).z64","B509AFCE"
"Neon Genesis Evangelion (Japan).z64","6758D3C4"
"Nintama Rantarou 64 Game Gallery (Japan).z64","969A0486"
"Nintendo 64 Modem (Japan) (Add-on).z64","59839852"
"Nintendo All-Star! Dairantou Smash Brothers (Japan).z64","75952447"
"Nushi Zuri 64 (Japan) (Rev 1).z64","58415851"
"Nushi Zuri 64 (Japan).z64","BDEE537C"
"Nushi Zuri 64 - Shiokaze ni Notte (Japan).z64","E9B9E24F"
"Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1) (Wii Virtual Console).z64","E683967B"
"Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1).z64","E683967B"
"Olympic Hockey 98 (Japan).z64","102E9B07"
"Onegai Monsters (Japan).z64","51B12529"
"PD Ultraman Battle Collection 64 (Japan).z64","452D4C97"
"Pachinko 365 Nichi (Japan).z64","CA98036A"
"Parlor! Pro 64 - Pachinko Jikki Simulation Game (Japan).z64","64154EC6"
"Perfect Dark (Japan).z64","EE17913C"
"Pikachuu Genki de Chuu (Japan) (Beta).z64","56E72188"
"Pikachuu Genki de Chuu (Japan).z64","914EFF1D"
"Pilotwings 64 (Japan).z64","10BBB638"
"Pokemon Snap (Japan) (Rev 1) (Wii Virtual Console).z64","3E0D567F"
"Pokemon Snap (Japan).z64","23D73715"
"Pokemon Stadium (Japan).z64","1F3FBED8"
"Pokemon Stadium 2 (Japan).z64","814B8D34"
"Pokemon Stadium Kin Gin (Japan).z64","4385877D"
"Power League 64 (Japan).z64","ADC3149F"
"Pro Mahjong Kiwame 64 (Japan) (Rev 1).z64","C22E309C"
"Pro Mahjong Kiwame 64 (Japan).z64","6C1A58D2"
"Pro Mahjong Tsuwamono 64 - Jansou Battle ni Chousen (Japan).z64","DC8684F4"
"Puyo Puyo Sun 64 (Japan).z64","4EE11850"
"Puyo Puyoon Party (Japan).z64","82DCB67A"
"Puzzle Bobble 64 (Japan).z64","EA7F1E54"
"Rakugakids (Japan).z64","3DE11F3C"
"Rally '99 (Japan).z64","E46FC562"
"Robot Poncots 64 - 7tsu no Umi no Caramel (Japan).z64","A124D242"
"Rockman Dash - Hagane no Boukenshin (Japan).z64","EBE67548"
"SD Hiryuu no Ken Densetsu (Japan).z64","E4E5AC98"
"Saikyou Habu Shougi (Japan).z64","56525BFE"
"Shadowgate 64 - Trials of the Four Towers (Japan).z64","BC5B8A71"
"Shin Nihon Pro Wrestling Toukon Road - Brave Spirits (Japan).z64","45848751"
"Shin Nihon Pro Wrestling Toukon Road 2 - The Next Generation (Japan).z64","FE61D855"
"SimCity 2000 (Japan).z64","2F9AC671"
"Snobo Kids (Japan).z64","052DF026"
"Snow Speeder (Japan).z64","85109BE3"
"Sonic Wings Assault (Japan).z64","E339B46D"
"Space Dynamites (Japan).z64","4F8B02A8"
"SpaceStation Silicon Valley (Japan) (Proto).z64","03DC0683"
"Star Fox 64 (Japan) (Rev 1) (Wii Virtual Console).z64","9BB86018"
"Star Fox 64 (Japan).z64","DAA550E0"
"Star Soldier - Vanishing Earth (Japan) (En) (Beta) (1998-03-10).z64","A60CFADE"
"Star Soldier - Vanishing Earth (Japan) (En).z64","781E221A"
"Star Twins (Japan).z64","57A2DB47"
"Star Wars - Shutsugeki! Rogue Chuutai (Japan).z64","D828349D"
"Star Wars - Teikoku no Kage (Japan).z64","031701AC"
"Star Wars Episode I - Racer (Japan).z64","8E8C6721"
"Super B-Daman - Battle Phoenix 64 (Japan).z64","FE27804C"
"Super Bowling (Japan).z64","7B4558D8"
"Super Mario 64 (Japan) (Rev 3) (Shindou Edition).z64","7F1DF0FA"
"Super Mario 64 (Japan).z64","ACB0EAEC"
"Super Robot Spirits (Japan).z64","DF8412DB"
"Super Robot Taisen 64 (Japan).z64","00E58ACB"
"Super Speed Race 64 (Japan).z64","2F5D34A8"
"Susume! Taisen Puzzle Dama - Toukon! Marutama Chou (Japan).z64","EF8BFDAE"
"Tetris 64 (Japan) (En).z64","44FB72E2"
"Toon Panic (Japan) (Proto).z64","DEC83C60"
"Top Gear Hyper Bike (Japan).z64","A7E5F392"
"Top Gear Overdrive (Japan).z64","11281FC4"
"Top Gear Rally (Japan).z64","A4186E0E"
"Top Gear Rally 2 (Japan).z64","C115D939"
"Transformers - Beast Wars Metals 64 (Japan).z64","739AC109"
"Tsumi to Batsu - Hoshi no Keishousha (Japan).z64","F373853F"
"Utchan Nanchan no Hono no Challenger - Denryuu Ira Ira Bou (Japan).z64","6C695DB3"
"V-Rally Edition 99 (Japan).z64","A4CD427F"
"Viewpoint 2064 (Japan) (Proto).z64","08C641B2"
"Violence Killer - Turok New Generation (Japan).z64","9E268847"
"Virtual Pro Wrestling 2 - Oudou Keishou (Japan).z64","996B9452"
"Virtual Pro Wrestling 64 (Japan).z64","5FFB181B"
"WWF WrestleMania 2000 (Japan).z64","E2630DE0"
"Wave Race 64 - Kawasaki Jet Ski (Japan) (Rev 1).z64","2FEF62CB"
"Wave Race 64 - Kawasaki Jet Ski (Japan) (Rev 2) (Shindou Edition).z64","151F2054"
"Wave Race 64 - Kawasaki Jet Ski (Japan).z64","633D94E5"
"Wayne Gretzky's 3D Hockey (Japan).z64","0B799677"
"Wetrix (Japan).z64","9C0F30B1"
"Wild Choppers (Japan).z64","820BD2A4"
"WinBack (Japan) (Rev 1).z64","E8CCBB53"
"WinBack (Japan).z64","40BF4219"
"Wonder Project J2 - Koruro no Mori no Jozet (Japan).z64","99BC541C"
"Yakouchuu II - Satsujin Kouro (Japan).z64","A7109A52"
"Yoshi Story (Japan).z64","2F2D6478"
"Yuke Yuke!! Trouble Makers (Japan).z64","4065901A"
"Zelda no Densetsu - Mujura no Kamen (Japan) (GameCube).z64","A8BD6FE4"
"Zelda no Densetsu - Mujura no Kamen (Japan) (Rev 1).z64","640F3BA9"
"Zelda no Densetsu - Mujura no Kamen (Japan).z64","DDA88736"
"Zelda no Densetsu - Toki no Ocarina (Japan) (GameCube, Zelda Collection).z64","98AC1104"
"Zelda no Densetsu - Toki no Ocarina (Japan) (Rev 1).z64","1DF811D0"
"Zelda no Densetsu - Toki no Ocarina (Japan) (Rev 2).z64","B2D74BF1"
"Zelda no Densetsu - Toki no Ocarina (Japan).z64","AB04B9DD"
"Zelda no Densetsu - Toki no Ocarina GC (Japan) (GameCube).z64","404AC80A"
"Zelda no Densetsu - Toki no Ocarina GC Ura (Japan) (GameCube).z64","91547B51"
"Zool - Majuu Tsukai Densetsu (Japan).z64","C976090C"
"007 - The World Is Not Enough (Europe) (En,Fr,De).z64","2A1C8D54"
"1080 Snowboarding (Europe) (En,Ja,Fr,De).z64","AE5178CE"
"40 Winks (Europe) (En,Es,It) (Proto) (1999-10-07).z64","5CBA2A00"
"Action Replay Pro 64 (Europe) (v3.0) (Unl).bin","7A4AD474"
"Action Replay Pro 64 (Europe) (v3.3) (Unl).bin","573A6503"
"AeroFighters Assault (Europe) (En,Fr,De).z64","DFA4D719"
"AeroGauge (Europe) (En,Fr,De).z64","97BD3BFA"
"Aidyn Chronicles - The First Mage (Europe) (Beta) (2001-03-02).z64","30D02383"
"Aidyn Chronicles - The First Mage (Europe) (Beta) (2001-04-10).z64","20524584"
"Aidyn Chronicles - The First Mage (Europe).z64","5BA2F985"
"Airboarder 64 (Europe).z64","04F16F48"
"All Star Tennis '99 (Europe) (En,Fr,De,Es,It).z64","A8F3D3CA"
"All-Star Baseball 2000 (Europe).z64","04FB8B29"
"All-Star Baseball 99 (Europe).z64","DC790223"
"Armorines - Project S.W.A.R.M. (Europe).z64","005574C0"
"Armorines - Project S.W.A.R.M. (Germany).z64","9150E7AB"
"Army Men - Sarge's Heroes (Europe) (En,Fr,De).z64","C6B60B5D"
"Automobili Lamborghini (Europe).z64","89CF454A"
"Banjo-Kazooie (Europe) (En,Fr,De).z64","5ECF1F02"
"Banjo-Tooie (Australia).z64","5C917A42"
"Banjo-Tooie (Europe) (En,Fr,De,Es).z64","6927C23F"
"Batman of the Future - Return of the Joker (Europe) (En,Fr,De).z64","79FC60D5"
"BattleTanx - Global Assault (Europe) (En,Fr,De).z64","393B2FB4"
"Beetle Adventure Racing! (Europe) (En,Fr,De).z64","9726FC1E"
"Bio F.R.E.A.K.S. (Europe).z64","DC21CCC6"
"Blast Corps (Europe) (En,De).z64","7F063AC2"
"Blues Brothers 2000 (Europe) (En,Fr,De,Es,It,Nl) (Beta) (2000-01-15) (#20).z64","B9525F76"
"Blues Brothers 2000 (Europe) (En,Fr,De,Es,It,Nl) (Beta) (2000-01-15) (#53).z64","B9525F76"
"Blues Brothers 2000 (Europe) (En,Fr,De,Es,It,Nl).z64","D4A19FE1"
"Body Harvest (Europe) (En,Fr,De).z64","9459D85D"
"Bomberman 64 (Europe).z64","EEF9520A"
"Bomberman Hero (Europe).z64","A81D877F"
"Buck Bumble (Europe) (En,Fr,De,Es,It).z64","3096588F"
"Bug's Life, A (Europe).z64","CFA6DE4A"
"Bug's Life, A (Germany).z64","1D7763B7"
"Bust-A-Move 2 - Arcade Edition (Europe).z64","0720286C"
"Bust-A-Move 3 DX (Europe).z64","9EDBD4A3"
"California Speed (Europe) (Proto).z64","E713F98B"
"Carmageddon 64 (Europe) (En,Fr,De,Es).z64","03AAA5D7"
"Carmageddon 64 (Europe) (En,Fr,Es,It).z64","BC1510FE"
"Castlevania (Europe) (En,Fr,De).z64","81372997"
"Castlevania - Legacy of Darkness (Europe) (En,Fr,De).z64","96080D48"
"Centre Court Tennis (Europe).z64","80A25D85"
"Chameleon Twist (Europe).z64","8B572B44"
"Chameleon Twist 2 (Europe).z64","1E0A782B"
"Charlie Blast's Territory (Europe).z64","9088EFAE"
"Chopper Attack (Europe).z64","EB928172"
"Clay Fighter 63 1-3 (Europe).z64","A092F6AC"
"Command & Conquer (Europe) (En,Fr).z64","546F4292"
"Command & Conquer (Germany).z64","B8536804"
"Conker's Bad Fur Day (Europe).z64","7DA02935"
"Cruis'n World (Europe) (Rev 1).z64","3ABD23B3"
"Cruis'n World (Europe).z64","DEC7D5E2"
"CyberTiger (Europe).z64","B4A2ADAC"
"Daffy Duck Starring as Duck Dodgers (Europe) (En,Fr,De,Es,It,Nl).z64","E729B093"
"Dark Rift (Europe).z64","F4AB8293"
"Destruction Derby 64 (Europe) (En,Fr,De).z64","F225063C"
"Diddy Kong Racing (Europe) (En,Fr,De) (Rev 1).z64","FB2A9FDB"
"Diddy Kong Racing (Europe) (En,Fr,De).z64","5B19DF8F"
"Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It).z64","1088ED54"
"Donkey Kong 64 (Europe) (En,Fr,De,Es).z64","9D1CE37D"
"Doom 64 (Europe).z64","FD7EE829"
"Dragon Sword 64 (Europe) (Proto).z64","588D2C30"
"Dual Heroes (Europe).z64","8151F27A"
"Duke Nukem - Zero Hour (Europe).z64","05F36585"
"Duke Nukem 64 (Europe) (Beta).z64","29CBB859"
"Duke Nukem 64 (Europe).z64","7009B68E"
"ECW Hardcore Revolution (Europe).z64","FD412645"
"ECW Hardcore Revolution (Germany).z64","56DA4427"
"Earthworm Jim 3D (Europe) (En,Fr,De,Es,It).z64","74E42A1E"
"Excitebike 64 (Europe).z64","A4447204"
"Extreme-G (Europe) (En,Fr,De,Es,It).z64","8832A4B1"
"Extreme-G XG2 (Europe) (En,Fr,De,Es,It).z64","5B8AECED"
"F-1 World Grand Prix (Europe) (Beta).z64","464BEE07"
"F-1 World Grand Prix (Europe).z64","26CB4086"
"F-1 World Grand Prix (Germany).z64","64D490B9"
"F-1 World Grand Prix II (Europe) (En,Fr,De,Es).z64","1069F712"
"F-Zero X (Europe).z64","921357E1"
"F1 Pole Position 64 (Europe) (En,Fr,De).z64","A866AD40"
"F1 Racing Championship (Europe) (En,Fr,De,Es,It).z64","C485C444"
"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv).z64","C993D1FA"
"FIFA 64 (Europe) (En,Fr,De).z64","6F7DD4B6"
"FIFA 99 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv).z64","C46FDFB3"
"Fighters Destiny (Europe).z64","3BB2CDC7"
"Fighters Destiny (Germany).z64","864D6DFC"
"Fighting Force 64 (Europe).z64","83245C86"
"Flying Dragon (Europe).z64","BDF6B67C"
"Forsaken (Europe) (En,Fr,Es,It).z64","2B53089E"
"Forsaken (Germany).z64","EB3928CB"
"G.A.S.P!! Fighters' NEXTream (Europe).z64","28125FF4"
