"filename","signature"
"HSV Adventure Racing! (Australia)","1A9280C1"
"Hercules - The Legendary Journeys (PAL) (En,Fr,De,Es,It,Nl)","5C517481"
"Hexen (PAL)","C9DCE288"
"Hexen (Germany)","8CC004B7"
"Holy Magic Century (PAL)","634C0507"
"Holy Magic Century (Germany)","BCDBC0B4"
"Hot Wheels - Turbo Racing (PAL) (En,Fr,De)","B8F8647C"
"Hybrid Heaven (PAL) (En,Fr,De)","5320C6E6"
"Hydro Thunder (PAL)","E2024270"
"Iggy's Reckin' Balls (PAL)","9C8FFDE4"
"In-Fisherman - Bass Hunter 64 (PAL)","F99983E2"
"Indiana Jones and the Infernal Machine (Australia) (Proto)","E616BDE1"
"International Superstar Soccer '98 (PAL) (Beta) (1998-03-02)","2A220D06"
"International Superstar Soccer '98 (PAL)","DC4D8A26"
"International Superstar Soccer 2000 (PAL) (En,De)","54DD05F1"
"International Superstar Soccer 2000 (PAL) (Fr,It)","4D089421"
"International Superstar Soccer 64 (PAL)","3E5DC6DA"
"International Track & Field - Summer Games (PAL) (En,Fr,De)","8E899A72"
"Jeremy McGrath Supercross 2000 (PAL)","5C7DD262"
"Jet Force Gemini (PAL) (En,Fr,De,Es)","DB6728BB"
"John Romero's Daikatana (PAL) (En,Fr,De)","A71B0906"
"Killer Instinct Gold (PAL)","EEED177A"
"Kirby 64 - The Crystal Shards (PAL)","EFD236A5"
"Knife Edge - Nose Gunner (PAL)","6B15A8E5"
"Knockout Kings 2000 (PAL)","22778EEC"
"Kobe Bryant in NBA Courtside (PAL)","C2149CF8"
"LEGO Racers (PAL) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)","150DF3E3"
"Legend of Zelda, The - Majora's Mask (PAL) (En,Fr,De,Es) (Rev 1) (Debug)","FDA45731"
"Legend of Zelda, The - Majora's Mask (PAL) (En,Fr,De,Es) (Rev 1)","B06102DD"
"Legend of Zelda, The - Majora's Mask (PAL) (En,Fr,De,Es)","0071A6DE"
"Legend of Zelda, The - Majora's Mask (PAL) (GameCube)","9E83BF3E"
"Legend of Zelda, The - Ocarina of Time (PAL) (Beta) (2003-02-13) (GameCube)","9A6F4860"
"Legend of Zelda, The - Ocarina of Time (PAL) (Beta) (2003-02-21) (GameCube) (Debug)","887C3D0E"
"Legend of Zelda, The - Ocarina of Time (PAL) (En,Fr,De) (Rev 1)","D722AE4B"
"Legend of Zelda, The - Ocarina of Time (PAL) (En,Fr,De)","7021064B"
"Legend of Zelda, The - Ocarina of Time (PAL) (GameCube)","D3174081"
"Legend of Zelda, The - Ocarina of Time - Master Quest (PAL) (En,Fr,De) (GameCube)","9EBBF464"
"Legend of Zelda, The - Ocarina of Time - Master Quest (PAL) (GameCube) (Debug)","7B32F2EA"
"Lylat Wars (Australia) (En,Fr,De)","AAEA4CDF"
"Lylatwars (PAL) (En,Fr,De)","6266A989"
"MRC - Multi-Racing Championship (PAL) (En,Fr,De)","32D9A959"
"Mace - The Dark Age (PAL)","4725DA2B"
"Madden Football 64 (PAL)","A1560F35"
"Madden NFL 99 (PAL)","BA4ECFFA"
"Magical Tetris Challenge (PAL)","A4EC38B0"
"Magical Tetris Challenge (Germany)","7E5802F0"
"Major League Baseball Featuring Ken Griffey Jr. (Australia)","559CAAE1"
"Mario Golf (PAL)","A1B1A3B0"
"Mario Kart 64 (PAL) (Rev 1)","0A00B94F"
"Mario Kart 64 (PAL)","52BA66FA"
"Mario Party (PAL) (En,Fr,De)","46B8FA4D"
"Mario Party 2 (PAL) (En,Fr,De,Es,It)","7590018A"
"Mario Party 3 (PAL) (En,Fr,De,Es)","1FEE111E"
"Mario Tennis (PAL) (Wii Virtual Console)","22C010E7"
"Mario Tennis (PAL)","2326BE29"
"Michael Owen's WLS 2000 (PAL) (En,Fr,De,Es,It) (Beta)","03867849"
"Michael Owen's WLS 2000 (PAL)","C0990687"
"Micro Machines 64 Turbo (PAL) (En,Fr,De,Es,It)","A7ACBCF2"
"Milo's Astro Lanes (PAL)","5375083D"
"Mischief Makers (PAL)","B04BF4EE"
"Mission - Impossible (PAL) (Beta)","B4DF913E"
"Mission - Impossible (PAL)","6499464B"
"Mission - Impossible (Germany)","2CC9283E"
"Monaco Grand Prix - Racing Simulation 2 (PAL) (En,Fr,Es,It)","28112E8A"
"Monster Truck Madness 64 (PAL) (En,Fr,De,Es,It)","25ED54AB"
"Mortal Kombat 4 (PAL)","EB9BAD1F"
"Mortal Kombat Mythologies - Sub-Zero (PAL)","7DA7F452"
"Mortal Kombat Trilogy (PAL)","59B531F8"
"Mystical Ninja 2 Starring Goemon (PAL) (En,Fr,De)","838E8DBA"
"Mystical Ninja Starring Goemon (PAL)","71D06F56"
"NASCAR 99 (PAL) (En,Fr,De)","6E97817E"
"NBA Hangtime (PAL)","AD5C662C"
"NBA Jam 2000 (PAL)","E469F77A"
"NBA Jam 99 (PAL)","1406C066"
"NBA Live 2000 (PAL) (En,Fr,De,Es)","0C578762"
"NBA Live 99 (PAL) (En,Fr,De,Es,It)","22F07E13"
"NBA Pro 98 (PAL)","80C72F37"
"NBA Pro 99 (PAL)","B2F2BAE9"
"NBA in the Zone 2000 (PAL)","6B74877B"
"NFL Quarterback Club 2000 (PAL)","386F4D37"
"NFL Quarterback Club 98 (PAL)","ACC4572C"
"NFL Quarterback Club 99 (PAL)","003965CA"
"NHL 99 (PAL) (En,De,Sv,Fi)","64E6FD98"
"NHL Breakaway 98 (PAL)","9B38FF6C"
"NHL Breakaway 99 (PAL)","10B0EBB2"
"NHL Pro 99 (PAL)","E2984B12"
"Nagano Winter Olympics '98 (PAL)","232F27EB"
"New Tetris, The (PAL)","C3F93DBB"
"Nuclear Strike 64 (PAL) (En,Fr)","6FB60CE5"
"Nuclear Strike 64 (Germany) (1999-11-17) (Beta)","39E53104"
"Nuclear Strike 64 (Germany)","9692836C"
"O.D.T. (PAL) (En,Fr,De,Es,It) (Proto)","3B00B757"
"Off Road Challenge (PAL)","6F03278E"
"Olympic Hockey 98 (PAL) (En,Fr,De,Es)","1AB5BE22"
"Operation WinBack (PAL) (En,Fr,De,Es,It)","350D11B2"
"PGA European Tour Golf (PAL) (En,De) (Version B.29) (Beta)","F178905B"
"PGA European Tour Golf (PAL) (En,Fr,De,Es,It)","B15B0955"
"Paper Mario (PAL) (En,Fr,De,Es)","E28A5ED5"
"Paperboy (PAL)","746C6122"
"Penny Racers (PAL)","1C6C5509"
"Perfect Dark (PAL) (2000-04-26) (Debug)","7CAC8A50"
"Perfect Dark (PAL) (En,Fr,De,Es,It)","D7D3A654"
"Pilotwings 64 (PAL) (En,Fr,De)","AD288E5D"
"Pokemon Puzzle League (PAL)","816AF3F8"
"Pokemon Puzzle League (Germany)","17D6BD79"
"Pokemon Snap (Australia)","1E3BFF15"
"Pokemon Snap (PAL)","D3D91D40"
"Pokemon Snap (Germany)","E157291E"
"Pokemon Stadium (PAL) (Rev 1)","B7D99696"
"Pokemon Stadium (PAL)","80256A83"
"Pokemon Stadium (Germany)","8F68E3B6"
"Pokemon Stadium 2 (PAL)","65D28F25"
"Pokemon Stadium 2 (Germany)","DB7E2CBD"
"Power Rangers - Lightspeed Rescue (PAL)","B02D39FB"
"Premier Manager 64 (PAL)","82F83AA0"
"Quake (PAL)","69DB4C10"
"Quake II (PAL)","5D4D34E7"
"RR64 - Ridge Racer 64 (PAL)","BCD49083"
"RTL World League Soccer 2000 (Germany)","7C7D9E99"
"Racing Simulation 2 (Germany)","BFB37153"
"Rakugakids (PAL)","B52C5792"
"Rampage - World Tour (PAL)","E334840D"
"Rampage 2 - Universal Tour (PAL)","D4BBD8D8"
"Rat Attack (PAL) (En,Fr,De,Es,It,Nl)","4A979591"
"Rayman 2 - The Great Escape (PAL) (En,Fr,De,Es,It)","A1A1BFE7"
"Re-Volt (PAL) (En,Fr,De,Es)","7E6BFD05"
"Ready 2 Rumble Boxing (PAL) (En,Fr,De)","C7252CB3"
"Resident Evil 2 (PAL) (En,Fr)","7EEC63AD"
"Road Rash 64 (PAL) (Beta) (1999-10-12)","586B084B"
"Road Rash 64 (PAL)","869FEC57"
"Roadsters (PAL) (En,Fr,De,Es,It,Nl)","4A28D3A8"
"Robotron 64 (PAL)","6E38E5BE"
"Rocket - Robot on Wheels (PAL) (Beta) (1999-09-29)","0403AF0D"
"Rocket - Robot on Wheels (PAL) (En,Fr,De)","32F7ED15"
"Rugrats - Die grosse Schatzsuche (Germany)","472EE2CA"
"Rugrats - Treasure Hunt (PAL)","63FD0B54"
"Rugrats in Paris - The Movie (PAL)","C97B65D9"
"S.C.A.R.S. (PAL) (En,Fr,De)","5F407C9D"
"San Francisco Rush - Extreme Racing (PAL) (En,Fr,De)","0FA939E3"
"San Francisco Rush 2049 (PAL) (En,Fr,De,Es,It,Nl)","F93FF2BC"
"Scooby-Doo! - Classic Creep Capers (PAL)","C37D556F"
"Shadow Man (PAL) (En,Es,It)","5B5A4062"
"Shadow Man (Germany)","71DD39A1"
"Shadowgate 64 - Trials of the Four Towers (PAL) (Es,It)","1ACB6C86"
"Shadowgate 64 - Trials of the Four Towers (PAL) (Fr,De,Nl)","2F9E5493"
"Shadowgate 64 - Trials of the Four Towers (PAL)","FC5F5EB1"
"Snowboard Kids (Europe, Australia)","6BF81223"
"Snowboard Kids 2 (Australia)","CB266ED9"
"South Park (PAL) (En,Fr,Es)","EB4F1362"
"South Park (Germany)","F344EAAD"
"South Park - Chef's Luv Shack (PAL)","542D2C4E"
"South Park Rally (PAL) (Beta) (2000-01-08)","C6BB42AE"
"South Park Rally (PAL) (Beta) (2000-01-17)","44EDEAE7"
"South Park Rally (PAL)","677BC72D"
"SpaceStation Silicon Valley (PAL) (En,Fr,De,Es,It,Nl,Pt)","7AE1599C"
"Star Wars - Rogue Squadron (PAL) (En,Fr,De) (Rev 1)","DA04DBEB"
"Star Wars - Rogue Squadron (PAL) (En,Fr,De)","4E859BBE"
"Star Wars - Shadows of the Empire (PAL)","2A4B6164"
"Star Wars Episode I - Battle for Naboo (PAL)","964259C4"
"Star Wars Episode I - Racer (PAL) (En,Fr,De)","37EE06A0"
"StarCraft 64 (Australia)","8469D0E2"
"StarCraft 64 (Germany) (Proto)","C5FE12CF"
"Starshot - Space Circus Fever (PAL) (En,Fr,De)","936D1354"
"Super Mario 64 (PAL) (En,Fr,De)","F28C8C29"
"Super Smash Bros. (Australia)","9D1A4D8C"
"Super Smash Bros. (PAL) (En,Fr,De)","9058C53F"
"Supercross 2000 (PAL) (En,Fr,De)","CE761D5A"
"Superman (PAL) (En,Fr,De,Es,It,Nl)","672501DC"
"Sydney 2000 (PAL) (Proto)","83ACFDF1"
"TG Rally 2 (PAL)","5EBDEC73"
"Tarzan (PAL)","3E65BD21"
"Tarzan (Germany)","11A3E360"
"Taz Express (PAL) (En,Fr,De,Es,It,Nl)","1977EBB0"
"Tetrisphere (PAL)","5D2AA8A2"
"Tigger's Honey Hunt (PAL) (En,Fr,De,Es,It,Nl,Da)","4DCC2A39"
"Tom Clancy's Rainbow Six (PAL)","56B5AA53"
"Tom Clancy's Rainbow Six (Germany)","E994DEDF"
"Tom and Jerry in Fists of Furry (PAL) (En,Fr,De,Es,It,Nl)","4643DAD2"
"Tonic Trouble (PAL) (Beta)","42A16B0D"
"Tonic Trouble (PAL) (En,Fr,De,Es,It)","30320509"
"Tony Hawk's Pro Skater 2 (PAL)","23DC9722"
"Tony Hawk's Skateboarding (PAL)","1C90E964"
"Top Gear Hyper Bike (PAL)","C50F5BA7"
"Top Gear Overdrive (PAL)","6BD2C883"
"Top Gear Rally (PAL)","D6294111"
"Top Gear Rally 2 (PAL) (Beta) (1999-08-31)","846DC608"
"Top Gear Rally 2 (PAL)","E6C51C6A"
"Toy Story 2 - Buzz Lightyear to the Rescue! (PAL)","75479998"
"Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany) (Rev 1)","D6EED069"
"Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany)","8163AD61"
"Turok - Dinosaur Hunter (PAL) (Rev 1)","58B4B2D6"
"Turok - Dinosaur Hunter (PAL) (Rev 2)","E595CA23"
"Turok - Dinosaur Hunter (PAL)","DFCD8214"
"Turok - Dinosaur Hunter (Germany) (Rev 1)","8FFEA208"
"Turok - Dinosaur Hunter (Germany) (Rev 2)","32DFDAFD"
"Turok - Dinosaur Hunter (Germany)","77241B9D"
"Turok - Legenden des Verlorenen Landes (Germany)","531F426F"
"Turok - Rage Wars (PAL) (En,Fr,It)","D4A1C623"
"Turok - Rage Wars (PAL)","0079994A"
"Turok 2 - Seeds of Evil (PAL) (Demo) (Kiosk)","1C6862E7"
"Turok 2 - Seeds of Evil (PAL) (En,Fr,Es,It)","6DF9F858"
"Turok 2 - Seeds of Evil (PAL)","169088D9"
"Turok 2 - Seeds of Evil (Germany)","94F87CC0"
"Turok 3 - Shadow of Oblivion (PAL) (Beta) (2000-05-31)","1551BCCC"
"Turok 3 - Shadow of Oblivion (PAL) (Beta) (2000-06-06) [b]","30927576"
"Turok 3 - Shadow of Oblivion (PAL) (Beta) (2000-07-10) [b]","4B3B3C0C"
"Turok 3 - Shadow of Oblivion (PAL) (Beta) (2000-07-16T220245)","972EB556"
"Turok 3 - Shadow of Oblivion (PAL) (Beta) (2000-07-18)","0D6910E2"
"Turok 3 - Shadow of Oblivion (PAL)","E1B84E09"
"Twisted Edge - Snowboarding (PAL)","1ACC97A4"
"V-Rally Edition 99 (PAL) (En,Fr,De)","61F3D4EA"
"Vigilante 8 (PAL)","84241E18"
"Vigilante 8 (Germany)","342BCAA9"
"Vigilante 8 - 2nd Offense (PAL)","90F6A40C"
"Virtual Chess 64 (PAL) (En,Fr,De,Es,It,Nl)","78B7C331"
"Virtual Pool 64 (PAL)","2B23EC2F"
"WCW Mayhem (PAL)","597BADE4"
"WCW vs. nWo - World Tour (PAL)","655D250E"
"WCW-nWo Revenge (PAL)","9ECC678D"
"WWF Attitude (PAL)","E47CDFAE"
"WWF Attitude (Germany)","A99E0DFA"
"WWF No Mercy (PAL) (Rev 1)","4099E8B8"
"WWF No Mercy (PAL)","417AD132"
"WWF War Zone (PAL)","9CB10BA5"
"WWF WrestleMania 2000 (PAL)","CA591482"
"Waialae Country Club - True Golf Classics (PAL) (Rev 1)","8B0CF1D2"
"Waialae Country Club - True Golf Classics (PAL)","FF798309"
"War Gods (PAL)","FF7D9736"
"Wave Race 64 - Kawasaki Jet Ski (PAL) (En,De)","75410D5C"
"Wayne Gretzky's 3D Hockey '98 (PAL) (En,Fr,De,Es)","A620C5EE"
"Wayne Gretzky's 3D Hockey (PAL) (En,Fr,De,Es)","A258DDC1"
"Wetrix (PAL) (En,Fr,De,Es,It,Nl)","9FF9DDBE"
"Wipeout 64 (PAL) (Beta)","AB5D1F22"
"Wipeout 64 (PAL)","179FAE79"
"World Cup 98 (PAL) (En,Fr,De,Es,It,Nl,Sv,Da)","DC27CA4E"
"World Driver Championship (PAL) (En,Fr,De,Es,It)","4407F6C6"
"Worms Armageddon (PAL) (En,Fr,De,Es,It,Nl)","899B8615"
"Xena - Warrior Princess - The Talisman of Fate (PAL)","DAF5D39D"
"Xplorer 64 (Germany) (v1.067) (Unl).n64","DABA6CA8"
"Yoshi's Story (PAL) (En,Fr,De)","A7A27103"
"SummerCart64 (Unknown Cartridge)","FFFFFFFE"
